0,1,2,3,4,5,6,7,8
B6264,ACE CONCRETE PRODUCTS CO,25235 JOY RD,MOUNT CLEMENS,"48043
MACOMB",View,,,
A3569,"AXALTA COATING SYSTEMS U.S.A., LLC",400 GROESBECK HWY,MOUNT CLEMENS,"48043
MACOMB","View
View",,,
M3579,BETTER BILT CABINETS,99 CASS AVE,MOUNT CLEMENS,"48043
MACOMB",View,,,
N0096,CLAW LOGISTICS,35135 GROESBECK HWY,MOUNT CLEMENS,"48043
MACOMB",View,,,
N7546,DETROIT WATER & SEWERAGE DEPT.-CLINTONDALE LIFT,34975 UNION LAKE RD,MOUNT CLEMENS,"48043
MACOMB",,View,,
N6509,HYDRA LOCK CORP,25000 JOY BLVD,MOUNT CLEMENS,"48043
MACOMB",View,,,
M4257,MCLAREN MACOMB,1000 HARRINGTON BLVD,MOUNT CLEMENS,"48043
MACOMB",View,,,
N8279,MICHIGAN BELL TELEPHONE DBA AT & T MICHIGAN,100 S MAIN ST,MOUNT CLEMENS,"48043
MACOMB",,View,,
N3308,POWDER COTE II,60 N ROSE ST,MOUNT CLEMENS,"48043
MACOMB",,View,,
F2181,"SUPERIOR MATERIALS, LLC",40 FLORAL AVE,MOUNT CLEMENS,"48043
MACOMB",View,,,
B6280,VAN HORN BROS - MT CLEMENS PLANT,48655 GRATIOT,MOUNT CLEMENS,"48043
MACOMB",View,,,
U501501917 GREAT LAKES CUSTOMS,,260 N. ROSE ST,MT. CLEMENS,"48043
MACOMB",View,,,
EN5000154,ELITE CLEANERS,50834 ROMEO PLANK ROAD,MACOMB,"48044
MACOMB",View,,,
M3297,CHIPPEWA VALLEY SCHOOLS-HIGH SCHOOL EAST,42755 ROMEO PLANK,MOUNT CLEMENS,"48044
MACOMB",View,,,
N0709,CITY OF MT CLEMENS,,MOUNT CLEMENS,"48044
MACOMB",View,,,
N6908,A & C ELECTRIC,41225 IRWIN ROAD,HARRISON TWP,"48045
MACOMB",View,,,
N6938,ARISTO-COTE INC.,24951 JOY BLVD,HARRISON TWP,"48045
MACOMB",View,View,,
B6220,SELFRIDGE PLATING INC,42081 IRWIN RD,HARRISON TWP,"48045
MACOMB",View,View,,
N1202,TEMP-RITE STEEL TREATING INC,42386 EXECUTIVE DR,HARRISON TWP,"48045
MACOMB",View,View,,
B6143,FERRO INDUSTRIES INC,35200 UNION LAKE RD,MOUNT CLEMENS,"48045
MACOMB",View,,,
N3127,G W SNIDER INC,32685 S RIVER DR,MOUNT CLEMENS,"48045
MACOMB",View,,,
F3254,SELFRIDGE AIR NATIONAL GUARD BASE,"SELFRIDGE AIR NATIONAL GUARD, MI 48045",MOUNT CLEMENS,"48045
MACOMB",View,View,,
A3352,"CADILLAC ASPHALT, LLC, MT. CLEMENS",67 MARY,MOUNT CLEMENS,"48046
MACOMB",View,View,,
U501700825 ANCHOR BAY PACKAGING CORPORATION,,30871 23 MILE ROAD,BALTIMORE,"48047
MACOMB",View,,,
P0303,FOREVER FAITHFUL PET CREMATION SERVICE,28165 KEHRIG,CHESTERFIELD,"48047
MACOMB",View,View,,
P0885,"WPI - WELDERS & PRESSES, INC.",27295 LUCKINO DRIVE,CHESTERFIELD,"48047
MACOMB",View,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
EN5000051,PRO CLEAN,49750 GOULETTE POINTE DRIVE,MACOMB,"48047
MACOMB",View,,,
N0108,CALIBER METALS,36870 GREEN ST,NEW BALTIMORE,"48047
MACOMB",View,,,
U501601738 EBBCO INC,,51536 INDUSTRIAL DRIVE,NEW BALTIMORE,"48047
MACOMB",View,,,
U502100242 FORMER BAKERY,,51005 WASHINGTON,NEW BALTIMORE,"48047
MACOMB",View,,,
B6425,INTERNATIONAL CASTING CORP,37087 GREEN ST,NEW BALTIMORE,"48047
MACOMB",View,View,,
"U501601736 KBE PRECISIONS PRODUCTS, LLC",,51537 INDUSTRIAL DRIVE,NEW BALTIMORE,"48047
MACOMB",View,,,
N5984,"PINE TREE ACRES, INC.",36600  29 MILE RD.,LENOX,"48048
MACOMB","View
View",,,
N6579,AJAX MATERIALS CORPORATION,57895 IAFRATE DRIVE,NEW HAVEN,"48048
MACOMB",View,View,,
P1034,ALD THERMAL TREATMENT,2656 24TH STREET,PORT HURON,"48048
SAINT CLAIR",View,View,,
"U501505836 ESPER GRAIN, LLC",,32000 32 MILE ROAD,LENOX,"48050
MACOMB",View,,,
"U501501393 ATTICA HYDRAULIC EXCHANGE, INC.",,48175 GRAIOT AVENUE,CHESTERFIELD,"48051
MACOMB",View,,,
N5836,BURTEK ENTERPRISES INC.,"50405,50325 PATRICIA AVENUE",CHESTERFIELD,"48051
MACOMB",View,,,
N5722,"CHEMICO SYSTEMS, INC.",50725 RICHARD WEST BLVD.,CHESTERFIELD,"48051
MACOMB",View,View,,
P0353,D MARK INC,25712 D'HONDT COURT,CHESTERFIELD,"48051
MACOMB",View,,,
N5706,ELITE FENCE PRODUCTS INC.,50925 RICHARD W. BLVD.,CHESTERFIELD,"48051
MACOMB",View,View,,
N5645,FIVE LAKES MANUFACTURING INC,50560 PATRICIA AVE,CHESTERFIELD,"48051
MACOMB",View,,,
A3037,GLOBAL ENTERPRISES,50450 E. RUSSELL SCHMIDT DR.,CHESTERFIELD,"48051
MACOMB",View,View,,
N7705,"METAL FORMING TECHNOLOGY, INC.",48630 STRUCTURAL DR,CHESTERFIELD,"48051
MACOMB",,View,,
P1021,"METAL FORMING TECHNOLOGY, INC.",48750 STRUCTURAL DRIVE,CHESTERFIELD,"48051
MACOMB",View,View,,
A9426,PRO WELD LLC,50625 RICHARD W BLVD,CHESTERFIELD,"48051
MACOMB",View,View,,
N0622,"PROGRESSIVE FINISHING, INC.",50800  RUSSELL SCHMIDT BLVD,CHESTERFIELD,"48051
MACOMB",View,View,,
N7164,QUALA,50321 E RUSSELL SCHMIDT,CHESTERFIELD,"48051
MACOMB",View,View,,
N8180,SELFRIDGE TECHNOLOGIES DIV,56851 GRATIOT,CHESTERFIELD,"48051
MACOMB",View,,,
U501604278 ELITE FENCE PRODUCTS INC,,"50925 RICHARD W BLVD, CHESTERFIELD, MI 4",CHESTERFIELD TOWNSHIP,"48051
MACOMB",View,,,
U50133576,"SHARP SCREW PRODUCTS, INC.",49650 LEONA DRIVE,CHESTERFIELD TWP.,"48051
MACOMB",View,,,
U502004021 APPLIED TECH INDUSTRIES,,50271 E. RUSSELL SCHMIDT BLVD.,NEW BALTIMORE,"48051
MACOMB",View,,,
P1172,ELLSWORTH CUTTING TOOLS,25190 TERRA INDUSTRIAL DRIVE,NEW BALTIMORE,"48051
MACOMB",View,,,
M1969,DOCTORS HOSPITAL OF MICHIGAN,461 W HURON,PONTIAC,"48053
OAKLAND",View,,,
M0855,PONTIAC PUBLIC SCHOOLS,723 COTTON,PONTIAC,"48053
OAKLAND",View,,,
B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,5440  PUTTYGUT  RD.,CHINA,"48054
SAINT CLAIR","View
View",,,
B2796,ST. CLAIR / BELLE RIVER POWER PLANT,4505 KING ROAD,CHINA TWP,"48054
SAINT CLAIR",View,View View,,
P0187,YOUNG COLONIAL CHAPEL,4621 BREE RD,CHINA TWP,"48054
SAINT CLAIR",View,View,,
U631908774 SEAMEN MANUFACTURING COMPANY,,29 WEST RUNDELL,PONTIAC,"48056
OAKLAND",View,,,
N5268,A & A ASPHALT,4140 LAPEER ROAD,PONTIAC,"48057
OAKLAND",View,,,
P0682,"SUPERIOR MATERIALS, INC.",1300 N. RANGE ROAD,PORT HURON,"48057
SAINT CLAIR",View,,,
N6620,GREAT LAKES WATER AUTHORITY - LAKE HURON PLANT,3993 METCALF ROAD,FORT GRATIOT,"48059
SAINT CLAIR",View,View,,
N4013,MORAN CHEVROLET,4511 24TH AVENUE,FORT GRATIOT,"48059
SAINT CLAIR",View,View,,
N2626,ACE ASPHALT & PAVING CO INC PLANT 4,1750 RANGE RD,PORT HURON,"48060
SAINT CLAIR",View,View,,
P0782,ALD THERMAL TREATMENT,2626 24TH STREET,PORT HURON,"48060
SAINT CLAIR",,View,,
B8687,AMERICAN URETHANE PRODUCTS,4584 GRISWOLD ROAD,PORT HURON,"48060
SAINT CLAIR",View,,,
B7281,AUTO ANODICS,2407 16TH ST,PORT HURON,"48060
SAINT CLAIR",View,,,
N3628,BLUE WATER CHRYSLER-PLYMOUTH-DODGE,4080 24TH AVENUE,PORT HURON,"48060
SAINT CLAIR",View,,,
N3333,BLUE WATER GLASS,2401 16TH ST,PORT HURON,"48060
SAINT CLAIR",View,,,
N8183,C HERBER'S COLLISION SERVICE,2970 LAPEER,PORT HURON,"48060
SAINT CLAIR",,View,,
N7636,"CROSS HULLER DBA MAG AUTOMOTIVE, LLC",2555 20TH STREET,PORT HURON,"48060
SAINT CLAIR",View,,,
P0865,CUMMINGS-MOORE GRAPHITE COMPANY,1505 CEDAR STREET,PORT HURON,"48060
SAINT CLAIR",View,View,,
A6218,"DUNN PAPER, INC.",218 RIVERVIEW ST,PORT HURON,"48060
SAINT CLAIR",View,View,,
B6420,E.B. EDDY PAPER INC.,1700  WASHINGTON AVE,PORT HURON,"48060
SAINT CLAIR",View,,,
A6237,HENKEL CORPORATION,1600 WASHINGTON AVE,PORT HURON,"48060
SAINT CLAIR",,View,,
N5671,HP PELZER INC,2415 DOVE RD,PORT HURON,"48060
SAINT CLAIR",,View,,
B6625,INTERNATIONAL AUTOMOTIVE COMPONENTS,1905 BEARD ST,PORT HURON,"48060
SAINT CLAIR",View,View,,
N3255,MAY MEMORIAL,1734 MICHIGAN RD,PORT HURON,"48060
SAINT CLAIR",View,View,,
N8020,MICHIGAN BELL TELEPHONE CO,919 6TH ST,PORT HURON,"48060
SAINT CLAIR",,View,,
N4990,MICHIGAN DEPT. OF TRANSPORTATION,MILITARY/BASCULE BRIDGE,PORT HURON,"48060
SAINT CLAIR",View,,,
N0950,MICHIGAN METAL COATINGS,2015 DOVE STREET,PORT HURON,"48060
SAINT CLAIR",View,View,,
B8446,"MICHIGAN PETROLEUM TECHNOLOGIES, INC.",3030 MOAK ST,PORT HURON,"48060
SAINT CLAIR",View,,,
A6262,MUELLER BRASS CO.,2199 LAPEER AVE,PORT HURON,"48060
SAINT CLAIR",View,View,,
N3277,NJT ENTERPRISES LLC,2100 DOVE ST,PORT HURON,"48060
SAINT CLAIR",,View,,
U741601170 RESIDENCE,,930 COURT ST,PORT HURON,"48060
SAINT CLAIR",View,,,
B8626,S & H SORTING AND PACKING,2401 20TH ST,PORT HURON,"48060
SAINT CLAIR",View,View,,
N6038,SHAWMUT CORPORATION,2770 DOVE ST,PORT HURON,"48060
SAINT CLAIR",View,View,,
B2040,SMITH MEAT PACKING INC,1420 THOMAS ST,PORT HURON,"48060
SAINT CLAIR",View,,,
P0661,"SUNSET ENTERPRISES HOLDINGS, LLC",2735 20TH STREET,PORT HURON,"48060
SAINT CLAIR",View,View,,
P1213,TECHNI-COMP COMPOSTING SPECIALIST,4200 DOVE ROAD,PORT HURON,"48060
SAINT CLAIR",View,View,,
P1214,TECHNI-COMP COMPOSTING SPECIALIST,4152 DOVE ROAD,PORT HURON,"48060
SAINT CLAIR",,View,,
U742103434 TECHNI-COMP ENVIRONMENTAL,,4200 DOVE ROAD,PORT HURON,"48060
SAINT CLAIR",View,,,
EN7400003,"TROY DRY CLEANERS, INC",1629 GARFIELD,PORT HURON,"48060
ST CLAIR",View,,,
N7469,US FARATHANE,2133/2233 PETIT ST,PORT HURON,"48060
SAINT CLAIR",View,,,
U742103890 VACANT COMMERCIAL,,1033 RIVER,PORT HURON,"48060
SAINT CLAIR",View,,,
U742000292 VACANT HOTEL,,1026 MILITARY,PORT HURON,"48060
SAINT CLAIR",View,,,
"U741611176 CROWN GROUP, PT. HURON",,1631 DOVE ST.,PT. HURON,"48060
SAINT CLAIR",View,,,
N2926,WIRTZ MANUFACTURING CO INC,1105 24TH ST,PORT HURON,"48061
SAINT CLAIR",View,View,,
N8004,SUMPTER ENERGY ASSOCIATES,36450 29 MILE RD,LENOX TWP,"48062
MACOMB",View,,,
P0680,DICK HUVAERE AUTO BODY REPAIR SHOP,66629 GRATIOT AVE.,RICHMOND,"48062
MACOMB",View,View,,
N3502,DICK HUVAERE'S RICHMOND CHRYSLER,67567 SOUTH MAIN STREET,RICHMOND,"48062
MACOMB",View,,,
P0471,SUNOCO PIPELINE LP-TEMPORARY FLARE,29359 32 MILE ROAD,RICHMOND,"48062
MACOMB",View,,,
U502000395 VACANT COMMERCIAL BUILDING,,68059 S. MAIN ST.,RICHMOND,"48062
MACOMB",View,,,
N6003,AJAX PAVING INDUSTRIES INC,14950 FIFTEEN MILE ROAD,ARMADA,"48063
MACOMB",View,,,
U502001810 FORMER CLUBHOUSE,,43653 GRATIOT,CLINTON TWP,"48063
MACOMB",View,,,
B6480,DTE GAS COMPANY  - COLUMBUS COMPRESSOR STATION,1647  CAUGHILL ROAD,COLUMBUS,"48063
SAINT CLAIR","View
View",,,
P1159,"BRIGHTMARK RED ARROW RNG, LLC",69444 COUNTY ROAD 687,HARTFORD,"48063
VAN BUREN",,View,,
N7374,PLASTIC PLATE KRAFT,5675 KRAFT AVENUE,CASCADE TWP,"48064
KENT",View,View View,,
P0746,"LENOX CREMATION SERVICES OF MICHIGAN, INC",10918 GRATIOT AVENUE,CASCO,"48064
SAINT CLAIR",View,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
P0414,FAST TRACK VENTURES LLC,322 S MAIN ST,ROMEO,"48065
MACOMB",,View,,
B2869,FORD MOTOR COMPANY - ROMEO ENGINE PLANT,701 E. 32 MILE RD.,ROMEO,"48065
MACOMB",View,View,,
N1362,ISP COATINGS,130 E POND DR,ROMEO,"48065
MACOMB",View,View,,
N5718,L & L PRODUCTS INC,160 MCLEAN,ROMEO,"48065
MACOMB",,View,,
N8043,MOLD MASTERS,103 PEYERK COURT,ROMEO,"48065
MACOMB",View,,,
B5854,"ROMEO RIM, INC.",74000  VAN DYKE AVENUE,ROMEO,"48065
MACOMB","View
View",,,
N0841,ROS'S CABINETS INC.,15065 32 MILE,ROMEO,"48065
MACOMB",View,,,
B6273,THEUT PRODUCTS,73408 VAN DYKE,ROMEO,"48065
MACOMB",View,View,,
U501801646 UNKNOWN,,129 W. LAFEYETTE,ROMEO,"48065
MACOMB",View,,,
U501901331,30000 GRATIOT,30000 GRATIOT,ROSEVILLE,"48066
MACOMB",View,,,
N4972,ACAL PRECISION PRODUCTS,20200 CORNILLE DR,ROSEVILLE,"48066
MACOMB",View,,,
B3000,BEACON PARK FINISHING LLC,15765 STURGEON,ROSEVILLE,"48066
MACOMB",View,,,
U50144894,C. CARUSO MFG. KITCHEN AND TOPS,29784 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
B7382,CENTRAL OIL COMPANY,30759 EDISON,ROSEVILLE,"48066
MACOMB",View,,,
A3148,"CITY ENVIRONMENTAL, INC.",29163 CALAHAN,ROSEVILLE,"48066
MACOMB",View,,,
B1774,CLANCY EXCAVATING CO,29950 LITTLE MACK,ROSEVILLE,"48066
MACOMB",View,View,,
U501809157 D&D MACHINERY MOVERS,,29469 GROESBECK HWY,ROSEVILLE,"48066
MACOMB",View,,,
N3837,EXXONMOBIL OIL CORP,28890 GRATIOT AVE,ROSEVILLE,"48066
MACOMB",,View,,
U501906362 FRANK BIZZOCCHI CEMENT CONSTRUCTION,,29100 GROESBECK HIGHWAY,ROSEVILLE,"48066
MACOMB",View,,,
M3663,GERBER COLLISION AND GLASS,29187 GRATIOT AVENUE,ROSEVILLE,"48066
MACOMB",View,,,
N2642,"J & L COLLISION, INC.",25825 GRATIOT AVE.,ROSEVILLE,"48066
MACOMB",View,View,,
U50144885,KALTZ EXCAVATING MUE,29801 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
N2658,KEVLAR KOATING LLC,15960 COMMON ROAD,ROSEVILLE,"48066
MACOMB",View,,,
N8010,"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN",27300 GRATIOT AVE,ROSEVILLE,"48066
MACOMB",,View,,
N7186,MICROPHOTO INC,30499 EDISON,ROSEVILLE,"48066
MACOMB",View,,,
A3717,MINOWITZ MFG CO,27941 GROESBECK HWY,ROSEVILLE,"48066
MACOMB",View,,,
N3796,MOON ROOF CORP OF AMERICA,28117 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
U50144884,MOTOR CITY HUB CAPS & WHEELS,29800 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
U50144907,MR. PAULS CHOP HOUSE,29850 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
N2478,P-ESS SHEET METAL FABRICATOR,15300 COMMON RD,ROSEVILLE,"48066
MACOMB",View,,,
P0706,"PETERS INDOOR RANGE AND GUN SHOP, INC.",28631 GRATIOT AVE.,ROSEVILLE,"48066
MACOMB",View,,,
N7896,PREMIER FINISHES LLC,28060 GROESBECK HWY,ROSEVILLE,"48066
MACOMB",View,View,,
U501807309 QUALITY TEXTURES,,29800 PARKWAY,ROSEVILLE,"48066
MACOMB",View,,,
N6658,ROSEVILLE CRUSHED CONCRETE,29765 GROESBECK,ROSEVILLE,"48066
MACOMB",View,View,,
U50144899,ROYAL T COLLISION,29806 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
U501704880 SEARS #1450,,32123 GRATIOT AVENUE,ROSEVILLE,"48066
MACOMB",View,,,
B7603,SPENCER OIL CO,16410 COMMON RD,ROSEVILLE,"48066
MACOMB",View,,,
U50144887,"WINFIELD'S MACHINE REPAIR, INC.",29761 GROESBECK,ROSEVILLE,"48066
MACOMB",View,,,
B5635,WOLVERINE BRONZE CO,28178 HAYES RD,ROSEVILLE,"48066
MACOMB",View,View,,
N0045,WOLVERINE PLATING CORPORATION,29456 GROESBECK HIGHWAY,ROSEVILLE,"48066
MACOMB",View,,,
U631512639 AMBER CROSSING EAST APARTMENTS,,604-614 E. LINCOLN AVE,ROYAL OAK,"48067
OAKLAND",View,,,
EN6300022,ESQUIRE CLEANERS & TAILOR,1211 N. CAMPBELL ROAD,ROYAL OAK,"48067
OAKLAND",View,,,
N8008,"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN",421 S WILLIAMS ST,ROYAL OAK,"48067
OAKLAND",,View,,
M4023,THE DETROIT ZOO,8450 W 10 MILE RD,ROYAL OAK,"48067
OAKLAND",View,View,,
U631501527 WING PATTERN,,32350 EDWARD AVE.,MADIISON HEIGHTS,"48071
OAKLAND",View,,,
U631601864 HENKEL CORPORATION-MADISON HEIGHTS FACILITY,,32100 STEPHENSON HIGHWAY,MADISION HEIGHTS,"48071
OAKLAND",View,,,
U63133424,"QMI GROUP, INC.",1645 EAST AVIS DRIVE,MADISION HEIGHTS,"48071
OAKLAND",View,,,
U63140141,DINVERNO GROUP,32411 INDUSTRIAL DRIVE,MADISON HEIGHT,"48071
OAKLAND",View,,,
U63145700,"AIRODYNE INDUSTRIES, INC.",95 E. 10 MILE ROAD,MADISON HEIGHTS,"48071
OAKLAND",View,,,
"U631501295 AROBOTECH SYSTEMS, INC.",,1524 E. AVIS DRIVE,MADISON HEIGHTS,"48071
OAKLAND",View,,,
U631501526 BARON INDUSTRIES,,999 E. MANDOLINE,MADISON HEIGHTS,"48071
OAKLAND",View,,,
"U631500948 BRASCO INTERNATIONAL, INC.",,32400 INDUSTRIAL DRIVE,MADISON HEIGHTS,"48071
OAKLAND",View,,,
U63130047,"EASOM AUTOMATION SYSTEM, INC.",32471 INDUSTRIAL DR.,MADISON HEIGHTS,"48071
OAKLAND",View,,,
U631504719 MOBILITY WORKS,,1604 E. 14 MILE ROAD,MADISON HEIGHTS,"48071
OAKLAND",View,,,
U63140892,MOTOVICITY DISTRIBUTION,32655 INDUSTRIAL DRIVE,MADISON HEIGHTS,"48071
OAKLAND",View,,,
U631501415 QCR TECH,,1605 E. AVIS DRIVE,MADISON HEIGHTS,"48071
OAKLAND",View,,,
N0072,AACTRON INC,29306 STEPHENSON HWY,MADISON HTS,"48071
OAKLAND",View,View,,
P0841,"ADVANCED ASSEMBLY PRODUCTS, INC.",839 E. 10 MILE ROAD,MADISON HTS,"48071
OAKLAND",View,,,
N8262,AJAX TOCCO MAGNETHERMIC CORP.,30100 STEPHENSON HIGHWAY,MADISON HTS,"48071
OAKLAND",,View,,
N2791,CHEMCAST CORP,550 E MANDOLINE,MADISON HTS,"48071
OAKLAND",View,,,
N0792,"CHEMICAL PROCESS INDUSTRIES, LLC",25428 JOHN R,MADISON HTS,"48071
OAKLAND",View,,,
P0694,CINTAS CORPORATION,31850 SHERMAN DRIVE,MADISON HTS,"48071
OAKLAND",View,View,,
N7574,COLOR COAT PLATING CO,355 W GIRARD,MADISON HTS,"48071
OAKLAND",View,,,
B5929,COMMERCIAL STEEL TREATING CORPORATION,31440  STEPHENSON HWY.,MADISON HTS,"48071
OAKLAND",View,View,,
P0586,"DESIGN FABRICATIONS, INC.",1100 E. MANDOLINE AVE. SUITE 100,MADISON HTS,"48071
OAKLAND",View,View,,
A9178,DE-STA-CO,31811 SHERMAN DR.,MADISON HTS,"48071
OAKLAND",View,,,
N6434,DIAMABRUSH LLC.,32470 INDUSTRIAL DR.,MADISON HTS,"48071
OAKLAND",View,View,,
N3023,"ELECTRO-PLATING SERVICES, INC",945 E 10 MILE RD,MADISON HTS,"48071
OAKLAND",View,,,
A4744,EMERALD STEEL STEEL PROCESSING LLC,31624 STEPHENSON HWY,MADISON HTS,"48071
OAKLAND",View,View,,
N3027,ENGINEERED HEAT TREAT  INC,31271 STEPHENSON HWY,MADISON HTS,"48071
OAKLAND",View,,,
P0601,H & L TOOL COMPANY INC.,32701 DEQUINDRE ROAD,MADISON HTS,"48071
OAKLAND",View,,,
P0367,"H R TECHNOLOGIES, INC",32500 N AVIS DRIVE,MADISON HTS,"48071
OAKLAND",View,View,,
A5159,INDUCTOHEAT INC.,32251 NORTH AVIS DR,MADISON HTS,"48071
OAKLAND",View,View,,
P0355,KAR NUT PRODUCTS COMPANY (KAR'S NUTS),1200 E 14 MILE ROAD,MADISON HTS,"48071
OAKLAND",View,,,
A4891,MALLYCLAD CORP,31301 MALLY RD,MADISON HTS,"48071
OAKLAND",View,,,
P0609,MOLD MASTERS LIMITED,29111 STEPHENSON HIGHWAY,MADISON HTS,"48071
OAKLAND",View,View,,
N7153,OAKLAND  COUNTY DRAIN COMMISSIONER,12 MILE AND JOHN R,MADISON HTS,"48071
OAKLAND",,View,,
N7318,PETERSON SPRING,32601 INDUSTRIAL DR.,MADISON HTS,"48071
OAKLAND",,View,,
P0412,POWER SOLUTIONS INTERNATIONAL,32505 INDUSTRIAL DRIVE,MADISON HTS,"48071
OAKLAND",View,,,
N2038,PREMIER PLATING,32370 HOWARD STREET,MADISON HTS,"48071
OAKLAND",,View,,
P0595,SHANNON PRECISION FASTENER LLC,800 EAST 14 MILE ROAD,MADISON HTS,"48071
OAKLAND",View,,,
K2800,"SHANNON PRECISION FASTENERS, LLC",31600 STEPHENSON HWY,MADISON HTS,"48071
OAKLAND",,View,,
N3150,SIKA CORPORATION,30800 STEPHENSON HWY,MADISON HTS,"48071
OAKLAND",View,,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
P0560,"SPRAYTEK, INC",32451 NORTH AVIS DRIVE,MADISON HTS,"48071
OAKLAND",View,View,,
G5059,ST. JOHN MACOMB - OAKLAND HOSPITAL,27351 DEQUINDRE,MADISON HTS,"48071
OAKLAND",,View,,
B2363,STANDARD COATING INC.,32565  DEQUINDRE,MADISON HTS,"48071
OAKLAND",View,View View,,
P0596,"SUPERIOR CAM, INC.",31240 STEPHENSON HIGHWAY,MADISON HTS,"48071
OAKLAND",View,,,
N2027,UNIVERSAL FABRICATORS INC,25855 COMMERCE,MADISON HTS,"48071
OAKLAND",View,,,
N6538,W INTERNATIONAL,31720 STEPHENSON HIGHWAY,MADISON HTS,"48071
OAKLAND",View,,,
M3588,MODERN ENGINEERING,17800 DEQUINDRE,WARREN,"48071
MACOMB",View,,,
EN6300187,2.20 CLEANERS,28505 N. WOODWARD,BERKLEY,"48072
OAKLAND",View,,,
U632104211 FUTURE PARKING LOTS FOR ADDRESS BELOW,,27799 WOODWARD,BERKLEY,"48072
OAKLAND",View,,,
B8709,"AMERICAN AXLE MANUFACTURING, LLC",2727 W FOURTEEN MILE RD,ROYAL OAK,"48073
OAKLAND",View,,,
U631800657 BP GAS STATION - COOLIDGE MART INC.,,4727 COOLIDGE HWY.,ROYAL OAK,"48073
OAKLAND",View,,,
U63120379,"COMAU, INC.",2800 WEST 14 MILE ROAD,ROYAL OAK,"48073
OAKLAND",View,,,
EN6300282,DRYCLEAN DEPOT ROYAL OAK (DBA),32778 WOODWARD AVENUE,ROYAL OAK,"48073
OAKLAND",View,,,
"U631703385 FIRE DEFENSE EQUIPMENT COMPANY, INC.",,4350 DELEMERE BOULEVARD,ROYAL OAK,"48073
OAKLAND",View,,,
N2709,"FIRE DEFENSE RESEARCH, LLC",4350 DELEMERE BLVD.,ROYAL OAK,"48073
OAKLAND",View,,,
P0930,FIVE O'CLOCK BRANDS,4210 EDGELAND AVENUE,ROYAL OAK,"48073
OAKLAND",View,,,
U631809155 H.A. KING,,5038 LEAFDALE,ROYAL OAK,"48073
OAKLAND",View,,,
P0432,KARL-HEINZ AUTO CENTER INC,5130 MEIJER DR,ROYAL OAK,"48073
OAKLAND",View,,,
N4030,"KYRIE ENTERPRISES, LLC DBA K. P. SOGOIAN MFG.",4336 NORMANDY CT,ROYAL OAK,"48073
OAKLAND",View,,,
"U631508688 MAC CONSTRUCTION, INC.",,4909 FERNLEE ST.,ROYAL OAK,"48073
OAKLAND",View,,,
N2297,"MACLEAN ROYAL OAK, LLC",3200 W  14 MILE RD,ROYAL OAK,"48073
OAKLAND",View,,,
N7484,PERSPECTIVES IN LAMINATE INC.,2720 W. 14 MILE RD.,ROYAL OAK,"48073
OAKLAND",View,,,
N5753,S. M. SERVICES / FAITHFUL COMPANION MEMORIALS.,4900 FERNLEE,ROYAL OAK,"48073
OAKLAND",View,View,,
P0932,SOUTHERN MICHIGAN CREMATION SERVICES R.O. INC.,4839 FERNLEE AVENUE,ROYAL OAK,"48073
OAKLAND",View,View,,
P0424,SPEEDWAY GAS STATION,4727 CROOKS ROAD,ROYAL OAK,"48073
OAKLAND",,View,,
P0115,SPEEDWAY SUPERAMERICA LLC  (SSA#8840),1620 E TWELVE MILE RD,ROYAL OAK,"48073
OAKLAND",View,,,
P0929,TRANSFORMER INSPECTION RETROFILL,2704 NORMANDY STREET,ROYAL OAK,"48073
OAKLAND",View,,,
U631510427 UNITED RESIN CORPORATION,,4539 NORMANDY COURT,ROYAL OAK,"48073
OAKLAND",View,,,
N7485,VOGUE FURNITURE,2720 W. 14 MILE RD.,ROYAL OAK,"48073
OAKLAND",View,View,,
G5067,WILLIAM BEAUMONT HOSPITAL,3601 W. 13 MILE RD.,ROYAL OAK,"48073
OAKLAND","View
View",,,
P0498,"BLUEWATER GAS STORAGE, LLC - KIMBALL GAS STORAGE",750 SCOTT ROAD,KIMBALL TWP,"48074
SAINT CLAIR",View,View,,
P0262,BLUE WATER RENEWABLES,6797 SMITHS CREEK ROAD,SMITHS CREEK,"48074
SAINT CLAIR",View,,,
U741807773 CARRYER PICTURE FRAMES,,15 GAFFIELD DRIVE,SMITHS CREEK,"48074
SAINT CLAIR",View,,,
